Reference,Property Type,Ad Type,Bedrooms,Bathrooms,Area (sqft),Details,Service Type,Address,Price (AED),DLD Permit Number,Agent ID
Medore - 1BR_,Apartment,UNVERIFIED,1,1,"1,000",Modern Apt I1BR+ Study I 3Yrs Payment Plan I Ready,PREMIUM,"Me Do Re Tower, Jumeirah Lake Towers, Dubai",1599999,1832798424.0,401425da-2cba-415b-b5ed-8b8f8d1d1754
uber-5045385,Apartment,VERIFIED,2,2,1051,Spacious Unit | Vastu | Vacant | Brand new,PREMIUM,"Zubaida Residency, Majan, Dubai",850000,71465255521.0,023ccc6c-1fb7-4c2d-8478-977d7bc23825
RRR-S-2850,Apartment,VERIFIED,Studio,1,352,Furnished | Low Floor |Guaranteed ROI for 3 Years,PREMIUM,"Seven Palm, Palm Jumeirah, Dubai",1000000,71358768450.0,840b2b25-8e61-46de-9504-13d7609347c8
amberhomes-4808186,Apartment,UNVERIFIED,1,1,802,High Floor | Sea and Marina View | Study,PREMIUM,"Bluewaters Bay, Bluewaters, Dubai",3070000,1742151863.0,d36ba0ac-8c1d-46bf-8122-f4e743e1769e
2fproperties-3268965,Apartment,VERIFIED,2,2,1600,READY TO MOVE | LARGE TERRACE | DISTRESS DEAL,PREMIUM,"Hayat Boulevard, Town Square, Dubai",950000,7131037115.0,15e3df48-f2db-48f2-bfc9-e0e1b040bd11
ark-5436142,Apartment,UNVERIFIED,1,2,862,MINIMALIST DESIGN FURNISHED 1BR FOR SALE,PREMIUM,"Al Hamra Village, Ras Al Khaimah",550000,,eb25fdd0-90ae-4e06-9b33-f61aa5e40348
AP2378,Apartment,VERIFIED,1,2,1134,"Serenia Residences, The Palm | 1 BR | Exclusive",PREMIUM,"Serenia Residences East, Serenia Residences The Palm, Palm Jumeirah, Dubai",3600000,7121082962.0,6d87b2ea-0462-49cb-a90b-416d5adc590a
RC-S-19231,Villa,UNVERIFIED,4,3,"2,524",Vacant Soon | Type 2E | Motivated Seller,PREMIUM,"Mira 3, Mira, Reem, Dubai",2950000,,b5dfefdd-72fc-40f6-ad72-6a6f7ba101d4
muhammadfizancommercialbroker-5009644,Villa,UNVERIFIED,3,4,"2,400",Booking with 10% only / Monthly 1% instalment / starts from 1.75 million,PREMIUM,"Hayyan, Sharjah",Ask,,2c3c0217-a9ec-4627-95e3-ffe6d1f9e595
DUB207328,Villa,VERIFIED,3,4,2180,3 Bedroom | Notice is Served | Near Pool,PREMIUM,"Mira 4, Mira, Reem, Dubai",2200000,,6b7f548a-fa8d-4b98-adc8-1d49a3e63e8a
ahyan-3810967,Apartment,VERIFIED,2,3,1166,Well Maintained | 2 Bedroom + Maid | VOT,PREMIUM,"Glitz 3, Glitz, Dubai Studio City, Dubai",1000000,7121611326.0,b44eccf1-dd2a-44b2-86dc-43c642e238a0
ET-S-9677,Villa,UNVERIFIED,4,5,"4,791",Lovely 4 Bed | Completion in Q2 2024,PREMIUM,"Al Barari Villas, Al Barari, Dubai",5700000,787249663.0,52dea05e-ca54-45b1-90ac-59b9068e269c
truehome-5007443,Apartment,UNVERIFIED,Studio,1,235,10% return on investment for 5 years | 1 Bed,PREMIUM,"Nest, Aljada, Sharjah",Ask,,bb4141cc-c6b5-42be-aa83-b7ad54f92574
bnw-3827165,Apartment,VERIFIED,Studio,1,496,High ROI | Fully Furnished | Best Deal,PREMIUM,"Tower C, DAMAC Towers by Paramount, Business Bay, Dubai",700000,7117447793.0,8bedd084-06b2-4262-8c3d-a7b0a30cb7b1
ANW-S-FAR-00778,Villa,VERIFIED,5,7,4000,Vacant Villa | Type 13 I Lake View,PREMIUM,"Meadows 6, Meadows, Dubai",10500000,6596745000.0,396fcdd2-e5eb-4dd6-a5a8-1893a1663a57
truehome-5007518,Apartment,UNVERIFIED,1,2,487,1 Bedroom Apartment in AlJada - Link 4,PREMIUM,"The Link, East Village, Aljada, Sharjah",Ask,,bb4141cc-c6b5-42be-aa83-b7ad54f92574
BB2023-NO-MAG_EYE-3BRV,Villa,UNVERIFIED,3,4,"1,558",3BR Ready Soon|Modern Quality|Gated Community|Call,PREMIUM,"MAG Eye, District 7, Mohammed Bin Rashid City, Dubai",2600000,,e15746f9-cdfe-4609-996f-80d4fac7d3af
BB2023-NO-KETURAH_RES-2BR,Apartment,UNVERIFIED,2,3,"1,600",Luxury Fully Furnished |Branded | Gated Community,PREMIUM,"Keturah Reserve, District 7, Mohammed Bin Rashid City, Dubai",4300000,1507212069.0,e15746f9-cdfe-4609-996f-80d4fac7d3af
BB2023-NO-PARAGON-3BR,Apartment,UNVERIFIED,3,4,"2,700",3 BR Family Size| Prime Location| Spacious Layout,PREMIUM,"The Paragon by IGO, Business Bay, Dubai",3900920,370543396.0,e15746f9-cdfe-4609-996f-80d4fac7d3af
BB2023-NO-LUXURY_F_RES-2BR,Apartment,UNVERIFIED,2,3,842,Fully Furnished|3 Year Payment Plan |High ROI|Call,PREMIUM,"Luxury Family Residences II, Luxury Family Residences, Business Bay, Dubai",2599999,,e15746f9-cdfe-4609-996f-80d4fac7d3af
BB2023-NO-THE_FIELDS-4BRT,Townhouse,UNVERIFIED,4,5,"3,163",prime Location | Handover Soon | Modern Finishing,PREMIUM,"The Fields, District 11, Mohammed Bin Rashid City, Dubai",3700000,,e15746f9-cdfe-4609-996f-80d4fac7d3af
BB2023-NO-LIV_LUX-2BR,Apartment,UNVERIFIED,2,3,"1,545",2 BR High Quality| Sea and Marina View |Brand New,PREMIUM,"Liv Lux, Dubai Marina, Dubai",4000000,,e15746f9-cdfe-4609-996f-80d4fac7d3af
BB2023-NO-IMPERIAL_AVE-3BR1,Apartment,UNVERIFIED,3,4,"1,900",Payment Plan | Prime Location| Canal View,PREMIUM,"Imperial Avenue, Downtown Dubai, Dubai",4500000,,e15746f9-cdfe-4609-996f-80d4fac7d3af
BB2023-NO-DAMACBAY-2BR-1,Apartment,UNVERIFIED,2,3,"1,148",Branded 2BR by Cavalli|Beach access|Luxury Quality,PREMIUM,"Damac Bay, Dubai Harbour, Dubai",4489000,,e15746f9-cdfe-4609-996f-80d4fac7d3af
DB-S-37979,Apartment,UNVERIFIED,1,2,428,High Floor | Exclusive Apartment | Spacious,PREMIUM,"Golf Vita A, Golf Vita, DAMAC Hills, Dubai",695000,71103610402.0,390bb6bc-0e2d-4a20-b31b-ca62ed566323
FAT 001,Apartment,VERIFIED,2,3,1114,Exclusive | Payment Plan | Luxurious 2 Bedrooms,PREMIUM,"Al Jazi, Madinat Jumeirah Living, Umm Suqeim, Dubai",2779160,71420990040.0,7307871e-fe7f-48aa-afb6-81cd3cd81452
axc-3962994,Villa,UNVERIFIED,4,5,"5,000",UPGRADED | LUXURIOUS | ATLANTIS VIEW,PREMIUM,"Garden Homes Frond M, Garden Homes, Palm Jumeirah, Dubai",49000000,6512145600.0,10e604e4-0a4f-440e-aa88-b43038e2ba42
kay-3315394,Penthouse,UNVERIFIED,4,7,"14,350",Full Floor Penthouse | Fully Furnished Unit,PREMIUM,"Le Reve, Dubai Marina, Dubai",42000000,7116369100.0,7a2a2dce-4d32-4ec0-81b8-cfc28b10c009
zelin-3818312,Townhouse,UNVERIFIED,4,4,"2,217",limited unit I Near Park I Elegant interiors,PREMIUM,"Mudon Al Ranim 5, Mudon, Dubai",2780000,496187191.0,0afc66cc-5a7b-48d5-9f29-c7398414112d
DLAND-ST-HAYATBLVD-2A-2BR,Apartment,VERIFIED,2,2,1021,Spacious Layout | Mid Floor | Tenanted,PREMIUM,"Hayat Boulevard, Town Square, Dubai",850000,,b95b1de2-7ccb-49c3-8169-2a3241ce95c8
RL1403,Apartment,UNVERIFIED,1,2,971,Rented Asset | Good Value | Amazing Location,PREMIUM,"Concorde Tower, Lake Almas East, Jumeirah Lake Towers, Dubai",1000000,7126644800.0,3e4de474-c564-42b9-9fbb-570584fc0214
SALE015494,Villa,VERIFIED,4,4,2600,Biggest Plot / Beautifully Landscaped,PREMIUM,"Maple 2, Maple at Dubai Hills Estate, Dubai Hills Estate, Dubai",5200000,6928566237.0,4181068a-4b33-4ff3-abde-d09058296f39
tent-4845093,Apartment,VERIFIED,2,2,786,Brand New | Motivated Seller | Investor Deal,PREMIUM,"Sobha Creek Vistas Tower A, Sobha Hartland, Mohammed Bin Rashid City, Dubai",1550000,71177047119.0,9866db46-d990-4c7d-829c-ce0f18f4a219
pbp-3959057,Apartment,VERIFIED,2,2,1331,GOLDEN VISA INC.|HIGH ROI |ACCESS TO DUBAI MALL,PREMIUM,"Dunya Tower, Burj Khalifa Area, Downtown Dubai, Dubai",2450000,71354767799.0,481ccc29-d036-4e6a-8807-2c7c025ebe62
tent-4799040,Apartment,VERIFIED,1,1,804,The Grand | Incredible Views | Multiple options,PREMIUM,"The Grand, Dubai Creek Harbour (The Lagoons), Dubai",2200000,71147128519.0,9866db46-d990-4c7d-829c-ce0f18f4a219
PC-S-00270,Townhouse,UNVERIFIED,4,5,"4,002",4BR I Vastu I Corner Unit I Single Row,PREMIUM,"Murooj Al Furjan, Al Furjan, Dubai",3200000,295226346.0,d8bd0ee6-5b4b-4c9c-971b-bf400a53b916
PC-S-00848,Townhouse,UNVERIFIED,3,4,"2,627",Type A I Vastu I Murooj East I 3 BR Pluse Maid,PREMIUM,"Murooj Al Furjan, Al Furjan, Dubai",2800000,295226346.0,d8bd0ee6-5b4b-4c9c-971b-bf400a53b916
RWD-S-2591,Townhouse,UNVERIFIED,3,4,"1,912",Exclusive Listing | On the Park | Ready to move in,PREMIUM,"Amaranta, Villanova, Dubai Land, Dubai",2000000,69182422802.0,7bc8726e-c21f-470c-8832-798aa7fbbc31
stellar-5050281,Apartment,UNVERIFIED,2,4,"1,423",Private Beach| No Commission| ADM Free| Elite Apt,PREMIUM,"The Boardwalk Residence, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",1570000,,73490432-df3c-4368-b3d7-6eb9ad3cd3e3
amberhomes-4870853,Apartment,UNVERIFIED,3,5,"2,165",EXCLUSIVE UNIT | GENUINE PRICE | BEST DEAL,PREMIUM,"Lamtara 3, Madinat Jumeirah Living, Umm Suqeim, Dubai",7600000,71224980024.0,84500e17-101e-4a77-8d7f-52f1d27927a2
BHM-S-177303,Villa,UNVERIFIED,5,5,"16,500",Compound of 4 Villas | Big Return | Great Location,PREMIUM,"Al Manara, Dubai",15000000,6562735000.0,97e43ef2-e462-418c-afe6-1102b64d98c1
npre-4976012,Villa,UNVERIFIED,4,4,"6,447",Hot Deal! | Premium Villa | Single Row,PREMIUM,"West Yas, Yas Island, Abu Dhabi",5800000,,c351ed32-85a6-4cc7-9caa-3ffd2a574d45
DB-S-39639,Apartment,UNVERIFIED,2,3,"1,274",Best Deal | Spacious and Bright | Great Community,PREMIUM,"Sherena Residence, Majan, Dubai",900000,7119426412.0,e738d16c-d104-498a-9f3d-9509a3598c6b
L-202538,Apartment,UNVERIFIED,"Autumn,",1,796,Ground Floor One Bed | Exclusive | Rented,PREMIUM,PREMIUM,430000,7187667010.0,ceed49b1-85a3-480e-bbda-a79910708590
BBP-S-2064,Villa,UNVERIFIED,4,5,"4,775",Perfectly Vaastu Oriented Villa |Awesome Upgrades,PREMIUM,"The Centro, The Villa, Dubai",5175000,6531436500.0,f0c36b7c-3dce-4902-ad00-adef4db4645c
homesweet-4912847,Apartment,VERIFIED,2,3,1340,LUXURY APARTMENT IN PERFECT LOCATION | READY,PREMIUM,"Al Bahia 2, Al Bahia, Al Sufouh, Dubai",1717000,7113976475.0,7a34d3e1-3b8a-4ba1-ba50-a4b38aa43031
stellar-5043079,Apartment,UNVERIFIED,2,2,"1,076",Hot Deal⚡ Full Canal View| Special Apt| Rented,PREMIUM,"Waters Edge, Yas Island, Abu Dhabi",1350000,,ab625359-c787-4ba5-907d-ae75a9ce44e1
TH7386,Townhouse,VERIFIED,4,5,2820,4 Bedrooms | Private Pool | Immaculate,PREMIUM,"Jumeirah Luxury, Jumeirah Golf Estates, Dubai",5600000,69137536642.0,e7a78555-91be-4807-9dfe-d560d800ef3c
SALE015528,Townhouse,VERIFIED,4,5,5072,Townhouse / Garden + Pool / Vacant,PREMIUM,"The 8, The Crescent, Palm Jumeirah, Dubai",16500000,7117638711.0,292a4265-f249-45a8-9025-de01028949b9
RL2813,Apartment,UNVERIFIED,1,2,701,Burj Khalifa View | Vacant | High ROI,PREMIUM,"Centurion Onyx, Meydan, Dubai",1071200,1650739723.0,42a1e744-c2e6-48a1-b652-418b23b312e3
almasiya-4997903,Apartment,UNVERIFIED,1,2,836,Genuine Resale | Furnished 1 Bedroom | Good ROI,PREMIUM,"Zenith A1 Tower, Zenith Towers, Dubai Sports City, Dubai",Ask,7159034880.0,e46c8085-53a7-4f4d-8216-c24a6541ab84
WRE-S-4554,Apartment,VERIFIED,2,3,1638,Luxury Property with Private Residents' Beach!,PREMIUM,"Mayan 5, Mayan, Yas Island, Abu Dhabi",2050000,,9d49128e-a46e-4257-8efe-a69128de0273
RK 000123,Apartment,UNVERIFIED,1,2,853,IDEAL LOCATION | FULLY FURNISHED UNIT | POOL VIEW,PREMIUM,"Elite Business Bay Residence, Business Bay, Dubai",Ask,7153225407.0,85823410-1d4c-488e-9751-3c9a0e2b664f
RK 000124,Apartment,UNVERIFIED,1,1,805,VACANT | GARDEN and SKYLINE VIEW | MODERN DESIGN,PREMIUM,"Rahaal 1, Madinat Jumeirah Living, Umm Suqeim, Dubai",Ask,71225121231.0,85823410-1d4c-488e-9751-3c9a0e2b664f
scorpion-4936761,Apartment,UNVERIFIED,2,3,"2,231",Motivated Seller | HI ROI | Breathtaking Views,PREMIUM,"FIVE Palm Jumeirah, Palm Jumeirah, Dubai",4500000,7117819205.0,60e06a17-9dbc-4397-ace1-0cc5a53c67e0
RK 000125,Apartment,UNVERIFIED,1,1,810,VACANT UNIT | TOP FLOOR | SPECTACULAR SKYLINE VIEW,PREMIUM,"Rahaal 1, Madinat Jumeirah Living, Umm Suqeim, Dubai",Ask,71225133083.0,85823410-1d4c-488e-9751-3c9a0e2b664f
RK 000122,Apartment,UNVERIFIED,4,5,"2,168","CORNER UNIT | BURJ KHALIFA, CANAL VIEW | FURNISHED",PREMIUM,"Elite Business Bay Residence, Business Bay, Dubai",Ask,7153264803.0,85823410-1d4c-488e-9751-3c9a0e2b664f
success-5021573,Townhouse,VERIFIED,3,4,1802,GENUINE | 3 BED VILLA | MALIBU BAY | VOT | VIEWING ANYTIME,PREMIUM,"Aknan Villas, Vardon, Damac Hills 2, Dubai",999999,65489551457.0,f0224e0f-673f-42a4-af48-d16b873ac04f
TENT-BURJ-2BR,Apartment,VERIFIED,2,3,1428,Negotiable| full fountain views | Multiple options,PREMIUM,"Burj Khalifa Zone 3, Burj Khalifa Area, Downtown Dubai, Dubai",4900000,7122041800.0,9866db46-d990-4c7d-829c-ce0f18f4a219
SALE015382,Apartment,UNVERIFIED,2,3,"1,121",Ready / Burj Khalifa and Creek View / 2 Y PHPP,PREMIUM,"Address Harbour Point, Dubai Creek Harbour (The Lagoons), Dubai",3800000,7178664230.0,64ef8b11-3df4-43b2-b5d8-06d6ba55eece
zelin-4747374,Townhouse,UNVERIFIED,3,3,"2,217",Full Range Amenities I Final Release I Elegant interiors,PREMIUM,"Mudon Al Ranim 5, Mudon, Dubai",2360000,1725726697.0,0afc66cc-5a7b-48d5-9f29-c7398414112d
yourkeypropertydb-4873343,Villa,UNVERIFIED,3,4,"1,890",Investor Deal | Resale Villa | Handover 2024,PREMIUM,"Greenviews 2, EMAAR South, Dubai South (Dubai World Central), Dubai",1350000,69265867451.0,36c0900d-5f80-4d40-bb8b-446338347702
JVC-AO-MARHOM-3BR,Villa,VERIFIED,3,6,1707,3 Bedroom | Prime Location | Best Investment,PREMIUM,"Marwa Homes 2, Jumeirah Village Circle, Dubai",2650000,,b6349259-2877-4c30-bb71-3e66bedfbed4
amberhomes-4976213,Apartment,UNVERIFIED,1,1,476,Lowest Priced Deal | Payment Plan | For REAL,PREMIUM,"Collective, Dubai Hills Estate, Dubai",935000,71189019569.0,571f6b9e-f80d-4b49-81b3-a30effbbb466
amberhomes-4986483,Villa,UNVERIFIED,4,5,"2,368",Serene Retreat - Expansive Design in an Ideal Setting,PREMIUM,"Aura, Tilal Al Ghaf, Dubai",4500000,384290926.0,09986bca-9608-430c-9c5d-435c214bdf80
AP8361,Apartment,UNVERIFIED,1,2,"1,118",Meydan & Burj View | Fitted & Furnished | High Floor,PREMIUM,"SLS Dubai Hotel & Residences, Business Bay, Dubai",2250000,71241454944.0,6b4375c5-9818-41f2-8a99-b47c58986d22
alprrealestate-4024671,Townhouse,UNVERIFIED,4,5,"2,712",EXTREAMLY POOL AREA | HOT DEALS | 4BR CORNER VILLA,PREMIUM,"Cherrywoods, Dubai Land, Dubai",3000000,69267158198.0,5f89a811-0fdc-48e8-a8e7-79bdfc8c56b8
grace-5056817,Apartment,VERIFIED,1,1,646,MAG 5 - 1 BEDROOM HALL -BEST GATED COMMUNITY AREA,PREMIUM,"MAG 515, MAG 5, Dubai South (Dubai World Central), Dubai",440000,7197611662.0,628c722f-de12-4a93-89cc-2505d074cf8b
amberhomes-4024158,Villa,UNVERIFIED,3,3,"1,988",Single Row | Close to Pool | Great Location,PREMIUM,"Camelia 2, Camelia, Arabian Ranches 2, Dubai",2250000,69208706416.0,991e8dbe-fe61-42d7-8203-2a6f30b62a30
amberhomes-4025424,Townhouse,UNVERIFIED,4,4,"2,215",CORNER UNIT | CLOSE TO PARK | 5 YRS WAIVER,PREMIUM,"Camelia 2, Camelia, Arabian Ranches 2, Dubai",2800000,69208711052.0,991e8dbe-fe61-42d7-8203-2a6f30b62a30
xperiencerealty-4677786,Penthouse,VERIFIED,4,5,2987,Full Creek View | Brand New | Ready to Move,PREMIUM,"Creek Rise Tower 1, Creek Rise, Dubai Creek Harbour (The Lagoons), Dubai",8100000,71364797616.0,7307871e-fe7f-48aa-afb6-81cd3cd81452
RL2994,Villa,UNVERIFIED,4,5,"10,702",Exclusive | Huge Plot | Prime Location,PREMIUM,"Al Wasl Villas, Al Wasl Road, Al Wasl, Dubai",44999999,6546186086.0,ce94f650-1c93-4f69-99ba-736f8edcb63f
visionary2-4528317,Apartment,VERIFIED,2,3,1273,Genuine Re-Sale|Dubai Skyline view|Spacious 2 Bedroom,PREMIUM,"1 Residences, Wasl1, Al Kifaf, Dubai",2700000,71418149360.0,aa3f28b4-434e-48bf-968a-92b0c3d0c4dc
evergreen-4739090,Townhouse,UNVERIFIED,3,3,"1,896",The Valley | Community Family Living | Book Now,PREMIUM,"The Valley, Dubai",1600000,1665565526.0,c4b48db3-ead7-47fd-b482-257ededc0e53
eminence-4996101,Apartment,VERIFIED,3,4,1755,Exclusive | Genuine Resale | Private Beach Access,PREMIUM,"Marina Vista, EMAAR Beachfront, Dubai Harbour, Dubai",7100000,71234059100.0,f8266255-06e9-473f-9eda-ca88602982f6
otto-4533946,Apartment,UNVERIFIED,1,1,486,VACANT / COMMUNITY VIEW / MODERN LAYOUT,PREMIUM,"Collective, Dubai Hills Estate, Dubai",1150000,71171279377.0,0cac307d-eec5-4707-a7eb-c6147225ce77
domnamore-4678074,Apartment,VERIFIED,1,1,841,Brand New | Panoramic View | Close to Burl Al Arab,PREMIUM,"Rahaal, Madinat Jumeirah Living, Umm Suqeim, Dubai",2300000,71225117142.0,c62b100c-3e3d-44d4-85dc-9e42dab63f30
loci-5056180,Villa,VERIFIED,4,4,4845,Luxury Villa 4BHK | Single Row Corner | Spacious,PREMIUM,"Western Residence South, Falcon City of Wonders, Dubai",3300000,6526257800.0,02ca903c-837b-42ac-a1e2-2e82dee517ac
waterworld-4713098,Villa,UNVERIFIED,6,6,"13,835",V12 COLLECTION I GOLF COURSE VIEW,PREMIUM,"Majestic Vistas, Dubai Hills Estate, Dubai",36000000,2101253930.0,fbc80515-08a5-4a9e-84b9-6a71881b9d1f
renaissance-4874681,Full Floor,UNVERIFIED,1,1,"7,280",Full Floor | Ready Now | 5 Yrs Free Service Charges,PREMIUM,"Summer, Creek Beach, Dubai Creek Harbour (The Lagoons), Dubai",13994000,56862729.0,f69d7cfa-0108-41e9-8856-5d9dd2b27c23
hampstead-4834916,Apartment,VERIFIED,1,2,704,Newly 1BHK in V2 Residence I Ready To handed-over,PREMIUM,"V2, Dubai Sports City, Dubai",660000,71186788293.0,2d1eb9de-9bd8-48bf-ad0d-01f4def87108
Cote D Zure Studio 480,Apartment,UNVERIFIED,Studio,1,480,Furnished | 8% ROI | Amazing View | Ready To Move,PREMIUM,"Cote D' Azur Hotel, The Heart of Europe, The World Islands, Dubai",1450000,101378554.0,e38f4cd3-b890-4ac3-945f-3415b9d2149c
Cote D Zur Studio 361,Apartment,UNVERIFIED,Studio,1,361,Furnished | 8% ROI | Amazing View |Ready To Move,PREMIUM,"Cote D' Azur Hotel, The Heart of Europe, The World Islands, Dubai",1450000,101378554.0,e38f4cd3-b890-4ac3-945f-3415b9d2149c
GMR-14670,Townhouse,VERIFIED,4,5,4224,Fully Customized | Upgraded | Landscaped | VOT,PREMIUM,"Brookfield 1, Brookfield, DAMAC Hills, Dubai",4500000,6580530380.0,c04d5ed1-2805-4d26-9a62-546c7433f7b1
lgh-4816429,Apartment,UNVERIFIED,3,4,"2,042",Unique Luxury Upgraded | Marina View |Furnished,PREMIUM,"Marina Quay East, Marina Quays, Dubai Marina, Dubai",6290000,7125612700.0,d8c3dcc0-dd81-4408-a3c0-8becdb8c7d6d
L-185439,Apartment,VERIFIED,2,3,1975,Exclusive | Extended Balcony | 2 Bedrooms,PREMIUM,"Marina Residences 3, Marina Residences, Palm Jumeirah, Dubai",2450000,7124604000.0,9177a887-f896-45cb-99d7-46f6fcfe3cb7
siglivings-4745999,Apartment,UNVERIFIED,1,2,"1,036",Highest Floor| Tremendous| View | Exclusive,PREMIUM,"Sobha Verde, Jumeirah Lake Towers, Dubai",2466000,880461427.0,b21ed4aa-d93e-463f-9dff-8fe60eb1c461
hamadalfadhlirealestate-5084526,NEW,UNVERIFIED,PREMIUM,Al,3000,Ask for price,,Residential lands at a special price in Yasmeen,Land,,dc10adde-46a9-4e3a-8567-412981ca2cfb
S-RAK-2BR-FF-3505,Apartment,UNVERIFIED,2,3,"1,528",Fully Furnished | Amazing Sea View | Quality Built,PREMIUM,"RAK Tower, Marina Square, Al Reem Island, Abu Dhabi",1600000,,32eba48f-1b2c-4763-b356-258d24836f8a
R-MS-10,Apartment,UNVERIFIED,1,1,807,Hot Price | Invest Now | with Balcony,PREMIUM,"Marina Blue Tower, Marina Square, Al Reem Island, Abu Dhabi",699000,,32eba48f-1b2c-4763-b356-258d24836f8a
RI-SKY-1BR,Apartment,UNVERIFIED,1,2,934,Good Deal | Stunning view| Don't miss out!,PREMIUM,"Sky Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",1050000,,32eba48f-1b2c-4763-b356-258d24836f8a
H4L-3596966,Apartment,UNVERIFIED,2,2,"1,088",WELL MAINTAINED | MID LEVEL | VACANT ON TRANSFER,PREMIUM,"Hayat Boulevard, Town Square, Dubai",1200000,7131042115.0,378daee0-0188-40e0-97ff-6805e1a89a38
PC-S-00807,Townhouse,UNVERIFIED,4,5,"3,207",Corner Unit I Next to Playground I Gated Community,PREMIUM,"Jebel Ali Village Villas, Jebel Ali Village, Jebel Ali, Dubai",3660000,1808054889.0,394213da-fc02-493e-937b-24c4114b8d17
realium-4918757,Apartment,UNVERIFIED,Studio,1,480,8-10 % GURANTEE ROI FURNISHED NO SERVICE CHARGE,PREMIUM,"Cote D' Azur Hotel, The Heart of Europe, The World Islands, Dubai",1499999,331600464.0,e80b7279-42a6-4710-ad1f-5427d9374852
fdmre-4947242,Villa,UNVERIFIED,6,7,"4,800",MOTIVATED SELLER| VILLA I POST HANDOVER PAYMENT PLAN,PREMIUM,"Santorini, Damac Lagoons, Dubai",4199998,483980843.0,e8484c84-b97f-4e05-93e7-09178ac66d92
mhmproperties-4549076,Villa,UNVERIFIED,6,7,"8,500",Triple Lake View | Huge Plot | Must see,PREMIUM,"Meadows 7, Meadows, Dubai",13000000,71103579644.0,e04a5a22-18d4-4c40-b313-71a86a895aed
teona-4970675,Apartment,UNVERIFIED,2,3,"1,540",Ready Soon | One and Only Private Residences,PREMIUM,"One Za'abeel, Zabeel 1, Zabeel, Dubai",11300000,820660620.0,8a4a223a-dcee-457e-ad38-d29be11728eb
teona-4143266,Apartment,UNVERIFIED,2,3,"1,540",One and Only Private Residences | Resale,PREMIUM,"One Za'abeel, Zabeel 1, Zabeel, Dubai",10600000,820660620.0,8a4a223a-dcee-457e-ad38-d29be11728eb
truehome-5029978,Villa,UNVERIFIED,5,6,"6,458","LShaped | 5BR Villa | Al Narjis , Al Zahia",PREMIUM,"Al Zahia 3, Al Zahia, Muwaileh Commercial, Sharjah",Ask,,e0f352d2-5b50-4f4c-a8ae-329a6cc70c80
SALE015415,Villa,VERIFIED,4,4,7335,Central Rotunda / SUNSET VIEW / VACANT Now,PREMIUM,"Garden Homes Frond O, Garden Homes, Palm Jumeirah, Dubai",30000000,6510470100.0,fd15d808-d56b-4ba4-8473-914881435bab
5S1-AP10660,Apartment,UNVERIFIED,2,3,"1,559",Good Price | Nice View | Capacious Layout | Rented,PREMIUM,"Al Rahba, Al Muneera, Al Raha Beach, Abu Dhabi",1500000,,817183dc-68e0-40d1-acfb-835d402704f5
PF-Mar-Twenty-Five-AS-80851,Apartment,UNVERIFIED,1,1,592,Amazing View | Bright Unit | Ready to move,PREMIUM,"AZIZI Riviera 10, Meydan One, Meydan, Dubai",1240000,71149591468.0,40884e76-53cb-460d-859f-eb0b5830cbcf
amberhomes-4733762,Villa,UNVERIFIED,3,4,"2,950",Vacant | Payment Plan | Corner on Park | Call Now,PREMIUM,"Golf Grove, Dubai Hills Estate, Dubai",5700000,69235027517.0,eefe5649-0c49-486c-89c6-e36363a9b859
jersey-4766078,Apartment,VERIFIED,1,2,847,Multiple options| Luxurious 1Bhk|Great Invesment,PREMIUM,"Al Ghaf 1, Arjan, Dubai",Ask,71341942894.0,6358b139-2ef6-408d-811a-717042338b01
BST227199,Whole Building,UNVERIFIED,District,Studio,29000,G+4 | Lagoon View | Semi-Furnished | Payment Plan,PREMIUM,PREMIUM,53000000,294059656.0,de1e1891-6fcf-4bda-9ec4-7ba21fa7ffd9
RL33178,Apartment,VERIFIED,3,3,1865,Resale | Type S3A | Full Sea & Al Ain View,PREMIUM,"Jumeirah Gate Tower 2, The Address Jumeirah Resort and Spa, Jumeirah Beach Residence, Dubai",11800000,7135303534.0,512d77b7-ddc0-4063-a539-d04097ebafbf
aya-4998188,Apartment,UNVERIFIED,1,1,743,Cozy Apartment with sea view | For Sale,PREMIUM,"Al Hamra Palace Beach Resort, Al Hamra Village, Ras Al Khaimah",1300000,,598d6b01-c357-45d8-9ae3-6dea6345087a
LLJ-S-2373,Villa,UNVERIFIED,5,8,"8,260",Executive 5 BR | View of Golf Course |Private Pool,PREMIUM,"Saadiyat Beach Villas, Saadiyat Beach, Saadiyat Island, Abu Dhabi",18000000,,e0c006da-6892-44ab-9d5a-41ff5098de47
hamadalfadhlirealestate-5083568,NEW,UNVERIFIED,PREMIUM,Al,3014,Ask for price,,Seize the opportunity start investing your future,Land,,dc10adde-46a9-4e3a-8567-412981ca2cfb
GMR-14737,Apartment,VERIFIED,1,2,878,Ready To Move In | Great View | Hot Deal,PREMIUM,"Dana Tower, Jumeirah Village Circle, Dubai",750000,7111290549.0,dc8ac82c-967d-4b73-b0f1-8fdb3dbda06f
BSO222193,Apartment,UNVERIFIED,2,2,"1,167",Burj Khalifa View | Fully Furnished | High floor,PREMIUM,"Paramount Tower Hotel & Residences, Business Bay, Dubai",2300000,7123706024.0,a13e9249-ae27-4f62-b24d-67230515f66b
